time,open,high,low,close,tick_volume,spread,real_volume
2020-01-02 04:00:00,1.12132,1.12143,1.12008,1.12043,1587,1,0
2020-01-02 08:00:00,1.12043,1.1214,1.12011,1.12029,5837,1,0
2020-01-02 12:00:00,1.12029,1.12037,1.1183,1.11962,7040,1,0
2020-01-02 16:00:00,1.11961,1.1203,1.11635,1.11698,11058,1,0
2020-01-02 20:00:00,1.11698,1.11733,1.11636,1.11722,4882,1,0
2020-01-03 00:00:00,1.11722,1.11784,1.11683,1.11736,2126,1,0
2020-01-03 04:00:00,1.11736,1.11774,1.11644,1.11663,4439,1,0
2020-01-03 08:00:00,1.11663,1.11714,1.11399,1.114,8722,1,0
2020-01-03 12:00:00,1.114,1.11487,1.1125,1.11382,8731,1,0
2020-01-03 16:00:00,1.11382,1.11797,1.11353,1.1172,10238,1,0
2020-01-03 20:00:00,1.1172,1.11732,1.1152,1.11558,5193,1,0
2020-01-06 00:00:00,1.11646,1.11682,1.11582,1.11627,4430,1,0
2020-01-06 04:00:00,1.11627,1.11709,1.11605,1.11623,3065,1,0
2020-01-06 08:00:00,1.11623,1.11936,1.11571,1.11932,7165,1,0
2020-01-06 12:00:00,1.11932,1.12054,1.11899,1.11977,6961,1,0
2020-01-06 16:00:00,1.11976,1.12002,1.11809,1.11949,7681,1,0
2020-01-06 20:00:00,1.11949,1.11989,1.1188,1.11968,3146,1,0
2020-01-07 00:00:00,1.1196,1.11975,1.11891,1.11934,2882,1,0
2020-01-07 04:00:00,1.11934,1.11944,1.11828,1.11829,2122,1,0
2020-01-07 08:00:00,1.11829,1.11896,1.11725,1.11844,8474,1,0
2020-01-07 12:00:00,1.11843,1.1186,1.11547,1.11561,8811,1,0
2020-01-07 16:00:00,1.1156,1.11622,1.11335,1.11424,9660,1,0
2020-01-07 20:00:00,1.11424,1.11536,1.11413,1.11526,3960,1,0
2020-01-08 00:00:00,1.11529,1.11681,1.11439,1.1155599999999999,9590,1,0
2020-01-08 04:00:00,1.1155599999999999,1.11613,1.1145100000000001,1.1149,5939,1,0
2020-01-08 08:00:00,1.11489,1.11548,1.11253,1.11384,10289,1,0
2020-01-08 12:00:00,1.11382,1.11385,1.1111,1.11199,9354,1,0
2020-01-08 16:00:00,1.11199,1.11308,1.11086,1.11179,10641,1,0
2020-01-08 20:00:00,1.11178,1.11178,1.11016,1.11053,4806,1,0
2020-01-09 00:00:00,1.11053,1.11193,1.11033,1.11173,3480,1,0
2020-01-09 04:00:00,1.11173,1.11189,1.11126,1.11182,2236,1,0
2020-01-09 08:00:00,1.11181,1.11203,1.10983,1.10993,7984,1,0
2020-01-09 12:00:00,1.10994,1.11173,1.10965,1.11148,7406,1,0
2020-01-09 16:00:00,1.11149,1.11149,1.10923,1.11046,7468,1,0
2020-01-09 20:00:00,1.11046,1.11097,1.11033,1.11051,3450,1,0
2020-01-10 00:00:00,1.11051,1.11093,1.11017,1.11041,2448,1,0
2020-01-10 04:00:00,1.11041,1.1111,1.11035,1.11089,2008,1,0
2020-01-10 08:00:00,1.11089,1.1111,1.1091199999999999,1.10964,5256,1,0
2020-01-10 12:00:00,1.1096300000000001,1.11136,1.1085,1.10966,8162,1,0
2020-01-10 16:00:00,1.10966,1.11291,1.10861,1.11223,9649,1,0
2020-01-10 20:00:00,1.11223,1.11231,1.11172,1.11212,2658,1,0
2020-01-13 00:00:00,1.11162,1.11213,1.11128,1.11212,1911,1,0
2020-01-13 04:00:00,1.11212,1.11317,1.112,1.11297,1965,1,0
2020-01-13 08:00:00,1.11297,1.11359,1.11147,1.1115,5929,1,0
2020-01-13 12:00:00,1.1115,1.11283,1.11127,1.11187,5947,1,0
2020-01-13 16:00:00,1.11187,1.11469,1.11175,1.11397,7324,1,0
2020-01-13 20:00:00,1.11397,1.11447,1.1133,1.11338,2856,1,0
2020-01-14 00:00:00,1.11338,1.11421,1.1131199999999999,1.11371,3304,1,0
2020-01-14 04:00:00,1.11371,1.11387,1.11352,1.11369,2284,1,0
2020-01-14 08:00:00,1.11369,1.11444,1.11303,1.11313,6169,1,0
2020-01-14 12:00:00,1.1131199999999999,1.11353,1.1105,1.11102,7863,1,0
2020-01-14 16:00:00,1.11102,1.11327,1.11042,1.1131,8400,1,0
2020-01-14 20:00:00,1.1131,1.11347,1.11247,1.11274,3742,1,0
2020-01-15 00:00:00,1.11284,1.1131,1.1125,1.11296,2720,1,0
2020-01-15 04:00:00,1.11295,1.11345,1.1127,1.11339,2053,1,0
2020-01-15 08:00:00,1.11339,1.11367,1.11185,1.11283,5110,1,0
2020-01-15 12:00:00,1.11283,1.11549,1.1125,1.11489,7307,1,0
2020-01-15 16:00:00,1.11487,1.11633,1.11431,1.11575,8291,1,0
2020-01-15 20:00:00,1.11575,1.11596,1.1148,1.1149499999999999,3621,1,0
2020-01-16 00:00:00,1.11492,1.1158,1.11481,1.11535,3315,1,0
2020-01-16 04:00:00,1.11535,1.11549,1.1149499999999999,1.11496,1682,1,0
2020-01-16 08:00:00,1.11496,1.11636,1.11446,1.11533,5770,1,0
2020-01-16 12:00:00,1.11533,1.11726,1.115,1.11513,7208,1,0
2020-01-16 16:00:00,1.11514,1.11601,1.11278,1.11346,9248,1,0
2020-01-16 20:00:00,1.11346,1.1138,1.11316,1.11358,3230,1,0
2020-01-17 00:00:00,1.11352,1.11392,1.11334,1.11368,2351,1,0
2020-01-17 04:00:00,1.11368,1.11425,1.11307,1.11364,2323,1,0
2020-01-17 08:00:00,1.11364,1.11411,1.11247,1.11276,5562,1,0
2020-01-17 12:00:00,1.11276,1.11282,1.10978,1.11003,7366,1,0
2020-01-17 16:00:00,1.11004,1.11059,1.10862,1.10911,7916,1,0
2020-01-17 20:00:00,1.10911,1.10946,1.1089,1.10893,2571,1,0
2020-01-20 00:00:00,1.1092,1.10985,1.10888,1.10962,2543,1,0
2020-01-20 04:00:00,1.10962,1.10989,1.1094,1.10978,1453,1,0
2020-01-20 08:00:00,1.10978,1.1102400000000001,1.1082,1.10894,5133,1,0
2020-01-20 12:00:00,1.10895,1.10904,1.10804,1.10835,3361,1,0
2020-01-20 16:00:00,1.10835,1.10866,1.10766,1.10832,3459,1,0
2020-01-20 20:00:00,1.10831,1.10976,1.10823,1.10944,2603,1,0
2020-01-21 00:00:00,1.10934,1.10977,1.10888,1.10904,2619,1,0
2020-01-21 04:00:00,1.10905,1.10993,1.10905,1.10952,2409,1,0
2020-01-21 08:00:00,1.10952,1.10972,1.10855,1.10906,6256,1,0
2020-01-21 12:00:00,1.10906,1.1118,1.109,1.11136,7190,1,0
2020-01-21 16:00:00,1.11136,1.11137,1.10886,1.10916,6728,1,0
2020-01-21 20:00:00,1.10916,1.10952,1.10809,1.10819,3849,1,0
2020-01-22 00:00:00,1.10816,1.10868,1.10776,1.10816,3060,1,0
2020-01-22 04:00:00,1.10818,1.10855,1.10772,1.10844,2112,1,0
2020-01-22 08:00:00,1.10844,1.10926,1.10748,1.10907,5538,1,0
2020-01-22 12:00:00,1.10907,1.10947,1.1077,1.10896,6948,1,0
2020-01-22 16:00:00,1.10896,1.10983,1.10701,1.10857,9188,1,0
2020-01-22 20:00:00,1.10856,1.10951,1.10838,1.1092,3424,1,0
2020-01-23 00:00:00,1.1092,1.10994,1.10796,1.10891,3383,1,0
2020-01-23 04:00:00,1.10891,1.10913,1.10811,1.10829,2185,1,0
2020-01-23 08:00:00,1.10829,1.10921,1.1078999999999999,1.10842,5629,1,0
2020-01-23 12:00:00,1.10842,1.11087,1.10801,1.10864,8400,1,0
2020-01-23 16:00:00,1.10864,1.10903,1.1036299999999999,1.10509,13482,1,0
2020-01-23 20:00:00,1.10509,1.10588,1.10481,1.10542,4498,1,0
2020-01-24 00:00:00,1.10542,1.10582,1.10506,1.10538,2565,1,0
2020-01-24 04:00:00,1.10538,1.10538,1.10465,1.10488,1785,1,0
2020-01-24 08:00:00,1.10488,1.10617,1.10334,1.10358,8123,1,0
2020-01-24 12:00:00,1.10358,1.10396,1.10261,1.10386,6351,1,0
2020-01-24 16:00:00,1.10386,1.10397,1.10196,1.1027,9582,1,0
2020-01-24 20:00:00,1.1027,1.10328,1.10238,1.10255,4444,1,0
2020-01-27 00:00:00,1.10295,1.10346,1.10244,1.10335,6196,1,0
2020-01-27 04:00:00,1.10334,1.10356,1.10267,1.10307,1743,1,0
2020-01-27 08:00:00,1.10307,1.10375,1.1015,1.10209,7427,1,0
2020-01-27 12:00:00,1.10209,1.10315,1.10183,1.10272,6545,1,0
2020-01-27 16:00:00,1.10272,1.1032,1.10096,1.10152,8631,1,0
2020-01-27 20:00:00,1.10152,1.10202,1.10127,1.10184,3235,1,0
2020-01-28 00:00:00,1.10185,1.10251,1.10157,1.10199,2379,1,0
2020-01-28 04:00:00,1.10199,1.1023,1.10177,1.10217,1771,2,0
2020-01-28 08:00:00,1.10217,1.10234,1.10126,1.10167,6513,1,0
2020-01-28 12:00:00,1.10167,1.10224,1.10019,1.10052,6785,1,0
2020-01-28 16:00:00,1.10052,1.10107,1.09977,1.10089,7677,1,0
2020-01-28 20:00:00,1.10089,1.10226,1.10087,1.1022,3206,1,0
2020-01-29 00:00:00,1.10219,1.10277,1.10159,1.10165,2688,1,0
2020-01-29 04:00:00,1.10165,1.10171,1.10112,1.10148,1753,1,0
2020-01-29 08:00:00,1.10148,1.10164,1.09945,1.10021,5477,1,0
2020-01-29 12:00:00,1.10021,1.10041,1.09922,1.09924,4806,1,0
2020-01-29 16:00:00,1.09924,1.10097,1.09923,1.10048,7626,1,0
2020-01-29 20:00:00,1.10049,1.10208,1.09984,1.10099,5693,1,0
2020-01-30 00:00:00,1.10098,1.1018,1.1007500000000001,1.1011,2861,1,0
2020-01-30 04:00:00,1.1011,1.10171,1.1011,1.10133,1890,1,0
2020-01-30 08:00:00,1.10134,1.10211,1.10068,1.10188,5762,1,0
2020-01-30 12:00:00,1.10189,1.10318,1.10114,1.10254,7838,1,0
2020-01-30 16:00:00,1.10253,1.1038000000000001,1.1015,1.10377,9653,1,0
2020-01-30 20:00:00,1.10377,1.10393,1.10285,1.10312,6411,1,0
2020-01-31 00:00:00,1.10313,1.10353,1.10265,1.1029,2651,1,0
2020-01-31 04:00:00,1.1029,1.10331,1.10213,1.10216,2219,1,0
2020-01-31 08:00:00,1.10216,1.10341,1.10168,1.10283,5565,1,0
2020-01-31 12:00:00,1.10284,1.10557,1.10226,1.1055,8353,1,0
2020-01-31 16:00:00,1.10551,1.10903,1.10487,1.10828,12432,1,0
2020-01-31 20:00:00,1.10828,1.10951,1.10779,1.10943,6729,1,0
2020-02-03 00:00:00,1.10907,1.10927,1.10799,1.10831,4913,1,0
2020-02-03 04:00:00,1.10831,1.10847,1.10802,1.10843,2637,1,0
2020-02-03 08:00:00,1.10843,1.10862,1.1059,1.10727,7091,1,0
2020-02-03 12:00:00,1.10726,1.10741,1.10583,1.1063,6503,1,0
2020-02-03 16:00:00,1.1063,1.10663,1.10349,1.10586,10446,1,0
2020-02-03 20:00:00,1.10586,1.10653,1.1057,1.10593,3674,1,0
2020-02-04 00:00:00,1.1059,1.10642,1.10571,1.10602,2426,1,0
2020-02-04 04:00:00,1.10602,1.10633,1.10555,1.10584,2876,1,0
2020-02-04 08:00:00,1.10584,1.10636,1.10487,1.10557,8313,1,0
2020-02-04 12:00:00,1.10557,1.10579,1.1043,1.10444,6672,1,0
2020-02-04 16:00:00,1.10444,1.10482,1.10327,1.1037,8871,1,0
2020-02-04 20:00:00,1.10368,1.10457,1.10364,1.10434,3285,1,0
2020-02-05 00:00:00,1.10436,1.10459,1.10396,1.10402,2831,1,0
2020-02-05 04:00:00,1.10402,1.10409,1.10335,1.10377,2173,1,0
2020-02-05 08:00:00,1.10377,1.10478,1.10214,1.1025800000000001,8257,1,0
2020-02-05 12:00:00,1.1025800000000001,1.10297,1.10077,1.10122,8106,1,0
2020-02-05 16:00:00,1.10122,1.10142,1.0996299999999999,1.1001,9558,1,0
2020-02-05 20:00:00,1.1001,1.1003,1.09935,1.09989,2651,1,0
2020-02-06 00:00:00,1.09989,1.10005,1.09943,1.0998,2084,1,0
2020-02-06 04:00:00,1.0998,1.09997,1.0994,1.09997,2033,1,0
2020-02-06 08:00:00,1.09997,1.10138,1.09938,1.09989,7004,1,0
2020-02-06 12:00:00,1.09989,1.10056,1.09954,1.1001400000000001,4876,1,0
2020-02-06 16:00:00,1.1001400000000001,1.10015,1.09643,1.09749,9694,1,0
2020-02-06 20:00:00,1.09749,1.09828,1.09706,1.09827,3323,1,0
2020-02-07 00:00:00,1.09827,1.09831,1.0977,1.0983,3251,1,0
2020-02-07 04:00:00,1.0983,1.09849,1.09792,1.09807,4005,1,0
2020-02-07 08:00:00,1.09807,1.09824,1.09533,1.09543,8637,1,0
2020-02-07 12:00:00,1.09542,1.09709,1.09477,1.09582,8240,1,0
2020-02-07 16:00:00,1.09581,1.09763,1.09418,1.09426,11054,1,0
2020-02-07 20:00:00,1.09426,1.09493,1.09424,1.0943,3307,1,0
2020-02-10 00:00:00,1.09424,1.09532,1.09422,1.09504,3168,1,0
2020-02-10 04:00:00,1.09503,1.09574,1.095,1.09555,2442,1,0
2020-02-10 08:00:00,1.09555,1.09573,1.09446,1.09496,5414,1,0
2020-02-10 12:00:00,1.09497,1.09549,1.09296,1.09326,6341,1,0
2020-02-10 16:00:00,1.09326,1.09382,1.0909,1.09102,7848,1,0
2020-02-10 20:00:00,1.09102,1.09166,1.09076,1.09105,2998,1,0
2020-02-11 00:00:00,1.09105,1.09152,1.09079,1.0914,2861,1,0
2020-02-11 04:00:00,1.0914,1.09171,1.09076,1.09122,2197,1,0
2020-02-11 08:00:00,1.09122,1.09157,1.09056,1.0913599999999999,5656,1,0
2020-02-11 12:00:00,1.0913599999999999,1.09206,1.08912,1.09035,7007,1,0
2020-02-11 16:00:00,1.09034,1.09247,1.0901399999999999,1.09217,9922,1,0
2020-02-11 20:00:00,1.09217,1.09232,1.09141,1.09145,3334,1,0
2020-02-12 00:00:00,1.09146,1.09205,1.09118,1.09183,2863,1,0
2020-02-12 04:00:00,1.09183,1.0919699999999999,1.09096,1.09108,2070,1,0
2020-02-12 08:00:00,1.09108,1.09255,1.09022,1.09202,6605,1,0
2020-02-12 12:00:00,1.09202,1.09217,1.09048,1.0905,5540,1,0
2020-02-12 16:00:00,1.0905,1.09104,1.08766,1.08788,9628,1,0
2020-02-12 20:00:00,1.08788,1.08809,1.08651,1.08728,4357,1,0
2020-02-13 00:00:00,1.08716,1.08763,1.08694,1.08729,4068,1,0
2020-02-13 04:00:00,1.08729,1.08737,1.08652,1.08715,2349,2,0
2020-02-13 08:00:00,1.08715,1.08887,1.08694,1.08828,5680,1,0
2020-02-13 12:00:00,1.08828,1.08876,1.08531,1.08548,8644,1,0
2020-02-13 16:00:00,1.08548,1.08617,1.08339,1.08424,10036,1,0
2020-02-13 20:00:00,1.08424,1.08454,1.08379,1.08408,3636,1,0
2020-02-14 00:00:00,1.08408,1.08419,1.08272,1.08362,3342,1,0
2020-02-14 04:00:00,1.08362,1.08374,1.08308,1.0836999999999999,2300,1,0
2020-02-14 08:00:00,1.0836999999999999,1.08501,1.08322,1.08448,5303,1,0
2020-02-14 12:00:00,1.08448,1.08596,1.08324,1.0855,7163,1,0
2020-02-14 16:00:00,1.0855,1.08612,1.08328,1.08434,7701,1,0
2020-02-14 20:00:00,1.08434,1.08462,1.08291,1.08301,3389,1,0
2020-02-17 00:00:00,1.08397,1.08416,1.08335,1.08366,3266,2,0
2020-02-17 04:00:00,1.08366,1.08415,1.0836,1.08395,1939,1,0
2020-02-17 08:00:00,1.08395,1.08509,1.08339,1.0844,4593,1,0
2020-02-17 12:00:00,1.0844,1.0848,1.08321,1.0836,4491,1,0
2020-02-17 16:00:00,1.0836,1.08412,1.08291,1.0832,4044,1,0
2020-02-17 20:00:00,1.0832,1.08371,1.08298,1.08346,2679,2,0
2020-02-18 00:00:00,1.08345,1.08372,1.08228,1.08275,3720,2,0
2020-02-18 04:00:00,1.08275,1.08338,1.08234,1.0831,2033,1,0
2020-02-18 08:00:00,1.0831,1.08372,1.08245,1.08275,6618,1,0
2020-02-18 12:00:00,1.08274,1.08368,1.07933,1.0802100000000001,9342,1,0
2020-02-18 16:00:00,1.0802100000000001,1.08258,1.07852,1.08042,9395,1,0
2020-02-18 20:00:00,1.08042,1.08042,1.07896,1.07907,3459,1,0
2020-02-19 00:00:00,1.07906,1.08036,1.07896,1.08019,3023,1,0
2020-02-19 04:00:00,1.08019,1.08028,1.07941,1.07954,1830,1,0
2020-02-19 08:00:00,1.07954,1.08079,1.07913,1.08031,5732,1,0
2020-02-19 12:00:00,1.0803,1.08059,1.07845,1.07934,7208,1,0
2020-02-19 16:00:00,1.07934,1.07987,1.07821,1.07918,9924,1,0
2020-02-19 20:00:00,1.07919,1.08117,1.0789900000000001,1.08039,5598,1,0
2020-02-20 00:00:00,1.08033,1.08152,1.07977,1.08001,4159,1,0
2020-02-20 04:00:00,1.08001,1.0802100000000001,1.07916,1.07965,3604,1,0
2020-02-20 08:00:00,1.07965,1.08061,1.07775,1.07999,7633,1,0
2020-02-20 12:00:00,1.07999,1.08049,1.07857,1.08046,8850,1,0
2020-02-20 16:00:00,1.08046,1.08211,1.07828,1.0793,12045,1,0
2020-02-20 20:00:00,1.07929,1.0796999999999999,1.07828,1.0783800000000001,4693,1,0
2020-02-21 00:00:00,1.07841,1.07936,1.07835,1.07927,3282,1,0
2020-02-21 04:00:00,1.07927,1.07948,1.07875,1.0793,3041,1,0
